"travel_code","user_code","hotel_name","city","state","stay_duration","price","total","checkin_date","checkout_date"
116991,1159,"Hotel BW","Campo Grande ","MS",2,"60.39","120.78","2021-01-07","2021-01-09"
116993,1159,"Hotel AU","Recife ","PE",1,"312.83","312.83","2021-01-21","2021-01-22"
116994,1159,"Hotel K","Salvador ","BH",3,"263.41","790.23","2021-01-28","2021-01-31"
116997,1159,"Hotel BW","Campo Grande ","MS",1,"60.39","60.39","2021-02-18","2021-02-19"
117001,1159,"Hotel Z","Aracaju ","SE",4,"208.04","832.16","2021-03-18","2021-03-22"
117004,1159,"Hotel AF","Sao Paulo ","SP",2,"139.1","278.2","2021-04-08","2021-04-10"
117006,1159,"Hotel K","Salvador ","BH",2,"263.41","526.82","2021-04-22","2021-04-24"
117009,1159,"Hotel BW","Campo Grande ","MS",3,"60.39","181.17","2021-05-13","2021-05-16"
117013,1159,"Hotel AU","Recife ","PE",2,"312.83","625.66","2021-06-10","2021-06-12"
117014,1159,"Hotel K","Salvador ","BH",1,"263.41","263.41","2021-06-17","2021-06-18"
117020,1159,"Hotel BW","Campo Grande ","MS",3,"60.39","181.17","2021-07-29","2021-08-01"
117029,1159,"Hotel BD","Natal ","RN",1,"242.88","242.88","2021-09-30","2021-10-01"
117033,1159,"Hotel BD","Natal ","RN",1,"242.88","242.88","2021-10-28","2021-10-29"
117036,1159,"Hotel AU","Recife ","PE",4,"312.83","1251.32","2021-11-18","2021-11-22"
117038,1159,"Hotel BW","Campo Grande ","MS",3,"60.39","181.17","2021-12-02","2021-12-05"
117040,1159,"Hotel Z","Aracaju ","SE",2,"208.04","416.08","2021-12-16","2021-12-18"
117041,1159,"Hotel BD","Natal ","RN",4,"242.88","971.52","2021-12-23","2021-12-27"
117042,1159,"Hotel BD","Natal ","RN",3,"242.88","728.64","2021-12-30","2022-01-02"
117045,1159,"Hotel Z","Aracaju ","SE",4,"208.04","832.16","2022-01-20","2022-01-24"
117052,1159,"Hotel BW","Campo Grande ","MS",4,"60.39","241.56","2022-03-10","2022-03-14"
117054,1159,"Hotel Z","Aracaju ","SE",4,"208.04","832.16","2022-03-24","2022-03-28"
117057,1159,"Hotel AU","Recife ","PE",3,"312.83","938.49","2022-04-14","2022-04-17"
117059,1159,"Hotel CB","Rio de Janeiro ","RJ",1,"165.99","165.99","2022-04-28","2022-04-29"
117068,1160,"Hotel CB","Rio de Janeiro ","RJ",4,"165.99","663.96","2019-10-03","2019-10-07"
117070,1160,"Hotel BD","Natal ","RN",1,"242.88","242.88","2019-10-17","2019-10-18"
117074,1160,"Hotel BD","Natal ","RN",1,"242.88","242.88","2019-11-14","2019-11-15"
117075,1160,"Hotel K","Salvador ","BH",2,"263.41","526.82","2019-11-21","2019-11-23"
117077,1160,"Hotel K","Salvador ","BH",2,"263.41","526.82","2019-12-05","2019-12-07"
117082,1160,"Hotel AF","Sao Paulo ","SP",3,"139.1","417.3","2020-01-09","2020-01-12"
117083,1160,"Hotel BP","Brasilia ","DF",2,"247.62","495.24","2020-01-16","2020-01-18"
117088,1160,"Hotel CB","Rio de Janeiro ","RJ",4,"165.99","663.96","2020-02-20","2020-02-24"
117095,1160,"Hotel CB","Rio de Janeiro ","RJ",2,"165.99","331.98","2020-04-09","2020-04-11"
117103,1160,"Hotel Z","Aracaju ","SE",1,"208.04","208.04","2020-06-04","2020-06-05"
117107,1160,"Hotel K","Salvador ","BH",4,"263.41","1053.64","2020-07-02","2020-07-06"
117108,1160,"Hotel CB","Rio de Janeiro ","RJ",4,"165.99","663.96","2020-07-09","2020-07-13"
117109,1160,"Hotel Z","Aracaju ","SE",2,"208.04","416.08","2020-07-16","2020-07-18"
117110,1160,"Hotel AU","Recife ","PE",2,"312.83","625.66","2020-07-23","2020-07-25"
117123,1160,"Hotel BD","Natal ","RN",3,"242.88","728.64","2020-10-22","2020-10-25"
117124,1160,"Hotel CB","Rio de Janeiro ","RJ",2,"165.99","331.98","2020-10-29","2020-10-31"
117129,1160,"Hotel BD","Natal ","RN",3,"242.88","728.64","2020-12-03","2020-12-06"
117133,1160,"Hotel CB","Rio de Janeiro ","RJ",1,"165.99","165.99","2020-12-31","2021-01-01"
117135,1160,"Hotel BD","Natal ","RN",4,"242.88","971.52","2021-01-14","2021-01-18"
117136,1161,"Hotel AF","Sao Paulo ","SP",3,"139.1","417.3","2019-09-26","2019-09-29"
117141,1161,"Hotel Z","Aracaju ","SE",4,"208.04","832.16","2019-10-31","2019-11-04"
117143,1161,"Hotel Z","Aracaju ","SE",2,"208.04","416.08","2019-11-14","2019-11-16"
117146,1161,"Hotel AF","Sao Paulo ","SP",4,"139.1","556.4","2019-12-05","2019-12-09"
117147,1161,"Hotel AF","Sao Paulo ","SP",1,"139.1","139.1","2019-12-12","2019-12-13"
117148,1161,"Hotel Z","Aracaju ","SE",4,"208.04","832.16","2019-12-19","2019-12-23"
117149,1161,"Hotel AU","Recife ","PE",2,"312.83","625.66","2019-12-26","2019-12-28"
117151,1161,"Hotel AU","Recife ","PE",1,"312.83","312.83","2020-01-09","2020-01-10"
117153,1161,"Hotel BW","Campo Grande ","MS",3,"60.39","181.17","2020-01-23","2020-01-26"
117155,1161,"Hotel BW","Campo Grande ","MS",3,"60.39","181.17","2020-02-06","2020-02-09"
117156,1161,"Hotel BD","Natal ","RN",4,"242.88","971.52","2020-02-13","2020-02-17"
117157,1161,"Hotel Z","Aracaju ","SE",4,"208.04","832.16","2020-02-20","2020-02-24"
117159,1161,"Hotel CB","Rio de Janeiro ","RJ",4,"165.99","663.96","2020-03-05","2020-03-09"
117160,1161,"Hotel K","Salvador ","BH",1,"263.41","263.41","2020-03-12","2020-03-13"
117173,1161,"Hotel CB","Rio de Janeiro ","RJ",1,"165.99","165.99","2020-06-11","2020-06-12"
117177,1161,"Hotel CB","Rio de Janeiro ","RJ",1,"165.99","165.99","2020-07-09","2020-07-10"
117178,1161,"Hotel Z","Aracaju ","SE",1,"208.04","208.04","2020-07-16","2020-07-17"
117181,1161,"Hotel CB","Rio de Janeiro ","RJ",3,"165.99","497.97","2020-08-06","2020-08-09"
117184,1161,"Hotel Z","Aracaju ","SE",3,"208.04","624.12","2020-08-27","2020-08-30"
117202,1162,"Hotel CB","Rio de Janeiro ","RJ",4,"165.99","663.96","2019-10-10","2019-10-14"
117203,1162,"Hotel BD","Natal ","RN",4,"242.88","971.52","2019-10-17","2019-10-21"
117210,1162,"Hotel BP","Brasilia ","DF",4,"247.62","990.48","2019-12-05","2019-12-09"
117211,1162,"Hotel K","Salvador ","BH",1,"263.41","263.41","2019-12-12","2019-12-13"
117214,1162,"Hotel BP","Brasilia ","DF",2,"247.62","495.24","2020-01-02","2020-01-04"
117219,1162,"Hotel BW","Campo Grande ","MS",2,"60.39","120.78","2020-02-06","2020-02-08"
117220,1162,"Hotel BP","Brasilia ","DF",2,"247.62","495.24","2020-02-13","2020-02-15"
117221,1162,"Hotel K","Salvador ","BH",1,"263.41","263.41","2020-02-20","2020-02-21"
117233,1162,"Hotel Z","Aracaju ","SE",2,"208.04","416.08","2020-05-14","2020-05-16"
117239,1162,"Hotel Z","Aracaju ","SE",2,"208.04","416.08","2020-06-25","2020-06-27"
117242,1162,"Hotel BP","Brasilia ","DF",3,"247.62","742.86","2020-07-16","2020-07-19"
117243,1162,"Hotel BW","Campo Grande ","MS",3,"60.39","181.17","2020-07-23","2020-07-26"
117244,1162,"Hotel K","Salvador ","BH",4,"263.41","1053.64","2020-07-30","2020-08-03"
117245,1162,"Hotel K","Salvador ","BH",4,"263.41","1053.64","2020-08-06","2020-08-10"
117246,1162,"Hotel CB","Rio de Janeiro ","RJ",4,"165.99","663.96","2020-08-13","2020-08-17"
117252,1162,"Hotel Z","Aracaju ","SE",4,"208.04","832.16","2020-09-24","2020-09-28"
117258,1162,"Hotel CB","Rio de Janeiro ","RJ",4,"165.99","663.96","2020-11-05","2020-11-09"
117260,1162,"Hotel Z","Aracaju ","SE",1,"208.04","208.04","2020-11-19","2020-11-20"
117261,1162,"Hotel K","Salvador ","BH",2,"263.41","526.82","2020-11-26","2020-11-28"
117268,1162,"Hotel AF","Sao Paulo ","SP",4,"139.1","556.4","2021-01-14","2021-01-18"
117278,1162,"Hotel CB","Rio de Janeiro ","RJ",2,"165.99","331.98","2021-03-25","2021-03-27"
117279,1162,"Hotel BP","Brasilia ","DF",4,"247.62","990.48","2021-04-01","2021-04-05"
117280,1162,"Hotel Z","Aracaju ","SE",4,"208.04","832.16","2021-04-08","2021-04-12"
117282,1162,"Hotel AU","Recife ","PE",4,"312.83","1251.32","2021-04-22","2021-04-26"
117286,1162,"Hotel K","Salvador ","BH",3,"263.41","790.23","2021-05-20","2021-05-23"
117287,1162,"Hotel AU","Recife ","PE",3,"312.83","938.49","2021-05-27","2021-05-30"
117293,1162,"Hotel BW","Campo Grande ","MS",4,"60.39","241.56","2021-07-08","2021-07-12"
117297,1162,"Hotel BD","Natal ","RN",1,"242.88","242.88","2021-08-05","2021-08-06"
117298,1162,"Hotel BD","Natal ","RN",1,"242.88","242.88","2021-08-12","2021-08-13"
117302,1162,"Hotel AU","Recife ","PE",3,"312.83","938.49","2021-09-09","2021-09-12"
117304,1162,"Hotel BP","Brasilia ","DF",4,"247.62","990.48","2021-09-23","2021-09-27"
117305,1162,"Hotel CB","Rio de Janeiro ","RJ",4,"165.99","663.96","2021-09-30","2021-10-04"
117306,1162,"Hotel AU","Recife ","PE",3,"312.83","938.49","2021-10-07","2021-10-10"
117313,1162,"Hotel Z","Aracaju ","SE",3,"208.04","624.12","2021-11-25","2021-11-28"
117322,1162,"Hotel CB","Rio de Janeiro ","RJ",4,"165.99","663.96","2022-01-27","2022-01-31"
117323,1162,"Hotel K","Salvador ","BH",1,"263.41","263.41","2022-02-03","2022-02-04"
117324,1162,"Hotel Z","Aracaju ","SE",3,"208.04","624.12","2022-02-10","2022-02-13"
117331,1163,"Hotel AF","Sao Paulo ","SP",1,"139.1","139.1","2019-10-03","2019-10-04"
117340,1163,"Hotel CB","Rio de Janeiro ","RJ",1,"165.99","165.99","2019-12-05","2019-12-06"
117341,1163,"Hotel BD","Natal ","RN",2,"242.88","485.76","2019-12-12","2019-12-14"
117343,1163,"Hotel BD","Natal ","RN",4,"242.88","971.52","2019-12-26","2019-12-30"
117347,1163,"Hotel K","Salvador ","BH",3,"263.41","790.23","2020-01-23","2020-01-26"
117350,1163,"Hotel AU","Recife ","PE",3,"312.83","938.49","2020-02-13","2020-02-16"
117352,1163,"Hotel Z","Aracaju ","SE",3,"208.04","624.12","2020-02-27","2020-03-01"
117353,1163,"Hotel AU","Recife ","PE",3,"312.83","938.49","2020-03-05","2020-03-08"
117359,1163,"Hotel AU","Recife ","PE",3,"312.83","938.49","2020-04-16","2020-04-19"
117371,1163,"Hotel CB","Rio de Janeiro ","RJ",2,"165.99","331.98","2020-07-09","2020-07-11"
117372,1163,"Hotel Z","Aracaju ","SE",1,"208.04","208.04","2020-07-16","2020-07-17"
117373,1163,"Hotel BW","Campo Grande ","MS",1,"60.39","60.39","2020-07-23","2020-07-24"
117379,1163,"Hotel BW","Campo Grande ","MS",3,"60.39","181.17","2020-09-03","2020-09-06"
117381,1163,"Hotel BD","Natal ","RN",3,"242.88","728.64","2020-09-17","2020-09-20"
117382,1163,"Hotel Z","Aracaju ","SE",1,"208.04","208.04","2020-09-24","2020-09-25"
117386,1163,"Hotel CB","Rio de Janeiro ","RJ",2,"165.99","331.98","2020-10-22","2020-10-24"
117391,1163,"Hotel CB","Rio de Janeiro ","RJ",4,"165.99","663.96","2020-11-26","2020-11-30"
117395,1163,"Hotel AF","Sao Paulo ","SP",3,"139.1","417.3","2020-12-24","2020-12-27"
117396,1163,"Hotel AF","Sao Paulo ","SP",1,"139.1","139.1","2020-12-31","2021-01-01"
117397,1163,"Hotel K","Salvador ","BH",4,"263.41","1053.64","2021-01-07","2021-01-11"
117400,1163,"Hotel Z","Aracaju ","SE",4,"208.04","832.16","2021-01-28","2021-02-01"
117404,1163,"Hotel BP","Brasilia ","DF",2,"247.62","495.24","2021-02-25","2021-02-27"
117408,1163,"Hotel K","Salvador ","BH",1,"263.41","263.41","2021-03-25","2021-03-26"
117409,1163,"Hotel CB","Rio de Janeiro ","RJ",1,"165.99","165.99","2021-04-01","2021-04-02"
117416,1163,"Hotel CB","Rio de Janeiro ","RJ",1,"165.99","165.99","2021-05-20","2021-05-21"
117419,1164,"Hotel CB","Rio de Janeiro ","RJ",1,"165.99","165.99","2019-10-03","2019-10-04"
117425,1164,"Hotel BW","Campo Grande ","MS",4,"60.39","241.56","2019-11-14","2019-11-18"
117436,1164,"Hotel CB","Rio de Janeiro ","RJ",2,"165.99","331.98","2020-01-30","2020-02-01"
117438,1164,"Hotel BW","Campo Grande ","MS",1,"60.39","60.39","2020-02-13","2020-02-14"
117439,1164,"Hotel AF","Sao Paulo ","SP",2,"139.1","278.2","2020-02-20","2020-02-22"
117440,1164,"Hotel K","Salvador ","BH",3,"263.41","790.23","2020-02-27","2020-03-01"
117445,1164,"Hotel K","Salvador ","BH",2,"263.41","526.82","2020-04-02","2020-04-04"
117446,1164,"Hotel BW","Campo Grande ","MS",3,"60.39","181.17","2020-04-09","2020-04-12"
117447,1164,"Hotel BD","Natal ","RN",4,"242.88","971.52","2020-04-16","2020-04-20"
117452,1164,"Hotel CB","Rio de Janeiro ","RJ",1,"165.99","165.99","2020-05-21","2020-05-22"
117454,1164,"Hotel AF","Sao Paulo ","SP",2,"139.1","278.2","2020-06-04","2020-06-06"
117455,1164,"Hotel AF","Sao Paulo ","SP",3,"139.1","417.3","2020-06-11","2020-06-14"
117457,1164,"Hotel BP","Brasilia ","DF",3,"247.62","742.86","2020-06-25","2020-06-28"
117458,1164,"Hotel BW","Campo Grande ","MS",4,"60.39","241.56","2020-07-02","2020-07-06"
117461,1164,"Hotel K","Salvador ","BH",1,"263.41","263.41","2020-07-23","2020-07-24"
117465,1164,"Hotel Z","Aracaju ","SE",2,"208.04","416.08","2020-08-20","2020-08-22"
117466,1164,"Hotel Z","Aracaju ","SE",2,"208.04","416.08","2020-08-27","2020-08-29"
117471,1164,"Hotel K","Salvador ","BH",4,"263.41","1053.64","2020-10-01","2020-10-05"
117476,1164,"Hotel AU","Recife ","PE",3,"312.83","938.49","2020-11-05","2020-11-08"
117477,1164,"Hotel BD","Natal ","RN",1,"242.88","242.88","2020-11-12","2020-11-13"
117480,1164,"Hotel AU","Recife ","PE",1,"312.83","312.83","2020-12-03","2020-12-04"
117485,1164,"Hotel Z","Aracaju ","SE",3,"208.04","624.12","2021-01-07","2021-01-10"
117492,1164,"Hotel K","Salvador ","BH",1,"263.41","263.41","2021-02-25","2021-02-26"
117500,1164,"Hotel AU","Recife ","PE",1,"312.83","312.83","2021-04-22","2021-04-23"
117502,1164,"Hotel K","Salvador ","BH",3,"263.41","790.23","2021-05-06","2021-05-09"
117504,1164,"Hotel BW","Campo Grande ","MS",1,"60.39","60.39","2021-05-20","2021-05-21"
117510,1164,"Hotel AF","Sao Paulo ","SP",3,"139.1","417.3","2021-07-01","2021-07-04"
117518,1164,"Hotel K","Salvador ","BH",1,"263.41","263.41","2021-08-26","2021-08-27"
117519,1164,"Hotel K","Salvador ","BH",3,"263.41","790.23","2021-09-02","2021-09-05"
117524,1164,"Hotel BD","Natal ","RN",4,"242.88","971.52","2021-10-07","2021-10-11"
117526,1164,"Hotel AU","Recife ","PE",1,"312.83","312.83","2021-10-21","2021-10-22"
117534,1164,"Hotel AF","Sao Paulo ","SP",1,"139.1","139.1","2021-12-16","2021-12-17"
117541,1164,"Hotel BW","Campo Grande ","MS",1,"60.39","60.39","2022-02-03","2022-02-04"
117543,1164,"Hotel AF","Sao Paulo ","SP",4,"139.1","556.4","2022-02-17","2022-02-21"
117547,1164,"Hotel AF","Sao Paulo ","SP",2,"139.1","278.2","2022-03-17","2022-03-19"
117552,1164,"Hotel AF","Sao Paulo ","SP",4,"139.1","556.4","2022-04-21","2022-04-25"
117557,1164,"Hotel BP","Brasilia ","DF",1,"247.62","247.62","2022-05-26","2022-05-27"
117565,1164,"Hotel K","Salvador ","BH",2,"263.41","526.82","2022-07-21","2022-07-23"
117568,1164,"Hotel AF","Sao Paulo ","SP",4,"139.1","556.4","2022-08-11","2022-08-15"
117573,1164,"Hotel BW","Campo Grande ","MS",4,"60.39","241.56","2022-09-15","2022-09-19"
117576,1164,"Hotel BP","Brasilia ","DF",4,"247.62","990.48","2022-10-06","2022-10-10"
117577,1164,"Hotel AU","Recife ","PE",2,"312.83","625.66","2022-10-13","2022-10-15"
117581,1165,"Hotel BP","Brasilia ","DF",1,"247.62","247.62","2019-09-26","2019-09-27"
117586,1165,"Hotel AU","Recife ","PE",1,"312.83","312.83","2019-10-31","2019-11-01"
117587,1165,"Hotel AF","Sao Paulo ","SP",2,"139.1","278.2","2019-11-07","2019-11-09"
117589,1165,"Hotel CB","Rio de Janeiro ","RJ",3,"165.99","497.97","2019-11-21","2019-11-24"
117590,1165,"Hotel Z","Aracaju ","SE",2,"208.04","416.08","2019-11-28","2019-11-30"
117591,1165,"Hotel BD","Natal ","RN",4,"242.88","971.52","2019-12-05","2019-12-09"
117598,1165,"Hotel Z","Aracaju ","SE",1,"208.04","208.04","2020-01-23","2020-01-24"
117602,1165,"Hotel BW","Campo Grande ","MS",2,"60.39","120.78","2020-02-20","2020-02-22"
117606,1165,"Hotel K","Salvador ","BH",4,"263.41","1053.64","2020-03-19","2020-03-23"
117611,1165,"Hotel BW","Campo Grande ","MS",2,"60.39","120.78","2020-04-23","2020-04-25"
117617,1165,"Hotel BD","Natal ","RN",3,"242.88","728.64","2020-06-04","2020-06-07"
117629,1165,"Hotel BD","Natal ","RN",3,"242.88","728.64","2020-08-27","2020-08-30"
117631,1165,"Hotel Z","Aracaju ","SE",2,"208.04","416.08","2020-09-10","2020-09-12"
117636,1165,"Hotel BW","Campo Grande ","MS",4,"60.39","241.56","2020-10-15","2020-10-19"
117637,1165,"Hotel Z","Aracaju ","SE",1,"208.04","208.04","2020-10-22","2020-10-23"
117640,1165,"Hotel AU","Recife ","PE",3,"312.83","938.49","2020-11-12","2020-11-15"
117641,1165,"Hotel AF","Sao Paulo ","SP",2,"139.1","278.2","2020-11-19","2020-11-21"
117643,1165,"Hotel CB","Rio de Janeiro ","RJ",4,"165.99","663.96","2020-12-03","2020-12-07"
117644,1165,"Hotel BD","Natal ","RN",4,"242.88","971.52","2020-12-10","2020-12-14"
117647,1165,"Hotel AU","Recife ","PE",2,"312.83","625.66","2020-12-31","2021-01-02"
117650,1165,"Hotel BW","Campo Grande ","MS",2,"60.39","120.78","2021-01-21","2021-01-23"
117654,1165,"Hotel BD","Natal ","RN",2,"242.88","485.76","2021-02-18","2021-02-20"
117660,1165,"Hotel Z","Aracaju ","SE",2,"208.04","416.08","2021-04-01","2021-04-03"
117667,1165,"Hotel AF","Sao Paulo ","SP",3,"139.1","417.3","2021-05-20","2021-05-23"
117669,1165,"Hotel K","Salvador ","BH",3,"263.41","790.23","2021-06-03","2021-06-06"
117670,1165,"Hotel BD","Natal ","RN",1,"242.88","242.88","2021-06-10","2021-06-11"
117674,1165,"Hotel BP","Brasilia ","DF",1,"247.62","247.62","2021-07-08","2021-07-09"
117675,1165,"Hotel CB","Rio de Janeiro ","RJ",3,"165.99","497.97","2021-07-15","2021-07-18"
117677,1165,"Hotel AF","Sao Paulo ","SP",1,"139.1","139.1","2021-07-29","2021-07-30"
117679,1165,"Hotel Z","Aracaju ","SE",4,"208.04","832.16","2021-08-12","2021-08-16"
117685,1165,"Hotel AF","Sao Paulo ","SP",3,"139.1","417.3","2021-09-23","2021-09-26"
117688,1165,"Hotel CB","Rio de Janeiro ","RJ",1,"165.99","165.99","2021-10-14","2021-10-15"
117689,1165,"Hotel AU","Recife ","PE",1,"312.83","312.83","2021-10-21","2021-10-22"
117690,1165,"Hotel K","Salvador ","BH",1,"263.41","263.41","2021-10-28","2021-10-29"
117691,1165,"Hotel BW","Campo Grande ","MS",4,"60.39","241.56","2021-11-04","2021-11-08"
117692,1165,"Hotel K","Salvador ","BH",3,"263.41","790.23","2021-11-11","2021-11-14"
117694,1165,"Hotel AF","Sao Paulo ","SP",2,"139.1","278.2","2021-11-25","2021-11-27"
117699,1165,"Hotel BD","Natal ","RN",2,"242.88","485.76","2021-12-30","2022-01-01"
117707,1165,"Hotel AU","Recife ","PE",1,"312.83","312.83","2022-02-24","2022-02-25"
117710,1165,"Hotel BD","Natal ","RN",4,"242.88","971.52","2022-03-17","2022-03-21"
117711,1165,"Hotel BW","Campo Grande ","MS",4,"60.39","241.56","2022-03-24","2022-03-28"
117716,1165,"Hotel BP","Brasilia ","DF",2,"247.62","495.24","2022-04-28","2022-04-30"
117718,1165,"Hotel Z","Aracaju ","SE",1,"208.04","208.04","2022-05-12","2022-05-13"
117724,1165,"Hotel Z","Aracaju ","SE",1,"208.04","208.04","2022-06-23","2022-06-24"
117730,1165,"Hotel AF","Sao Paulo ","SP",2,"139.1","278.2","2022-08-04","2022-08-06"
117731,1165,"Hotel BP","Brasilia ","DF",2,"247.62","495.24","2022-08-11","2022-08-13"
117733,1165,"Hotel Z","Aracaju ","SE",1,"208.04","208.04","2022-08-25","2022-08-26"
117735,1165,"Hotel BD","Natal ","RN",1,"242.88","242.88","2022-09-08","2022-09-09"
117737,1165,"Hotel BP","Brasilia ","DF",4,"247.62","990.48","2022-09-22","2022-09-26"
117742,1165,"Hotel AF","Sao Paulo ","SP",1,"139.1","139.1","2022-10-27","2022-10-28"
117745,1165,"Hotel K","Salvador ","BH",3,"263.41","790.23","2022-11-17","2022-11-20"
117749,1165,"Hotel BP","Brasilia ","DF",2,"247.62","495.24","2022-12-15","2022-12-17"
117754,1165,"Hotel AF","Sao Paulo ","SP",3,"139.1","417.3","2023-01-19","2023-01-22"
117757,1165,"Hotel BP","Brasilia ","DF",1,"247.62","247.62","2023-02-09","2023-02-10"
117760,1166,"Hotel AU","Recife ","PE",3,"312.83","938.49","2019-10-10","2019-10-13"
117764,1166,"Hotel Z","Aracaju ","SE",4,"208.04","832.16","2019-11-07","2019-11-11"
117765,1166,"Hotel BW","Campo Grande ","MS",2,"60.39","120.78","2019-11-14","2019-11-16"
117770,1166,"Hotel BP","Brasilia ","DF",2,"247.62","495.24","2019-12-19","2019-12-21"
117773,1166,"Hotel CB","Rio de Janeiro ","RJ",1,"165.99","165.99","2020-01-09","2020-01-10"
117775,1166,"Hotel AF","Sao Paulo ","SP",4,"139.1","556.4","2020-01-23","2020-01-27"
117777,1166,"Hotel CB","Rio de Janeiro ","RJ",4,"165.99","663.96","2020-02-06","2020-02-10"
117779,1166,"Hotel K","Salvador ","BH",4,"263.41","1053.64","2020-02-20","2020-02-24"
117782,1166,"Hotel AU","Recife ","PE",4,"312.83","1251.32","2020-03-12","2020-03-16"
117786,1166,"Hotel K","Salvador ","BH",4,"263.41","1053.64","2020-04-09","2020-04-13"
117791,1166,"Hotel Z","Aracaju ","SE",3,"208.04","624.12","2020-05-14","2020-05-17"
117792,1166,"Hotel BD","Natal ","RN",1,"242.88","242.88","2020-05-21","2020-05-22"
117793,1166,"Hotel AF","Sao Paulo ","SP",1,"139.1","139.1","2020-05-28","2020-05-29"
117798,1166,"Hotel CB","Rio de Janeiro ","RJ",1,"165.99","165.99","2020-07-02","2020-07-03"
117800,1166,"Hotel BP","Brasilia ","DF",2,"247.62","495.24","2020-07-16","2020-07-18"
117803,1166,"Hotel CB","Rio de Janeiro ","RJ",2,"165.99","331.98","2020-08-06","2020-08-08"
117804,1166,"Hotel K","Salvador ","BH",3,"263.41","790.23","2020-08-13","2020-08-16"
117807,1166,"Hotel BW","Campo Grande ","MS",3,"60.39","181.17","2020-09-03","2020-09-06"
117815,1166,"Hotel Z","Aracaju ","SE",2,"208.04","416.08","2020-10-29","2020-10-31"
117825,1166,"Hotel K","Salvador ","BH",3,"263.41","790.23","2021-01-07","2021-01-10"
117826,1166,"Hotel BP","Brasilia ","DF",3,"247.62","742.86","2021-01-14","2021-01-17"
117838,1166,"Hotel AU","Recife ","PE",4,"312.83","1251.32","2021-04-08","2021-04-12"
117840,1166,"Hotel K","Salvador ","BH",1,"263.41","263.41","2021-04-22","2021-04-23"
117842,1166,"Hotel BD","Natal ","RN",2,"242.88","485.76","2021-05-06","2021-05-08"
117844,1166,"Hotel K","Salvador ","BH",1,"263.41","263.41","2021-05-20","2021-05-21"
117849,1166,"Hotel AF","Sao Paulo ","SP",1,"139.1","139.1","2021-06-24","2021-06-25"
117853,1166,"Hotel BW","Campo Grande ","MS",2,"60.39","120.78","2021-07-22","2021-07-24"
117855,1166,"Hotel AU","Recife ","PE",4,"312.83","1251.32","2021-08-05","2021-08-09"
117860,1166,"Hotel BW","Campo Grande ","MS",2,"60.39","120.78","2021-09-09","2021-09-11"
117863,1166,"Hotel BP","Brasilia ","DF",2,"247.62","495.24","2021-09-30","2021-10-02"
117867,1166,"Hotel K","Salvador ","BH",2,"263.41","526.82","2021-10-28","2021-10-30"
117869,1166,"Hotel BD","Natal ","RN",2,"242.88","485.76","2021-11-11","2021-11-13"
117870,1166,"Hotel Z","Aracaju ","SE",1,"208.04","208.04","2021-11-18","2021-11-19"
117885,1166,"Hotel CB","Rio de Janeiro ","RJ",1,"165.99","165.99","2022-03-03","2022-03-04"
117886,1166,"Hotel Z","Aracaju ","SE",3,"208.04","624.12","2022-03-10","2022-03-13"
117890,1166,"Hotel BP","Brasilia ","DF",4,"247.62","990.48","2022-04-07","2022-04-11"
117896,1167,"Hotel Z","Aracaju ","SE",1,"208.04","208.04","2019-10-03","2019-10-04"
117904,1167,"Hotel BP","Brasilia ","DF",4,"247.62","990.48","2019-11-28","2019-12-02"
117906,1167,"Hotel BW","Campo Grande ","MS",3,"60.39","181.17","2019-12-12","2019-12-15"
117909,1167,"Hotel CB","Rio de Janeiro ","RJ",4,"165.99","663.96","2020-01-02","2020-01-06"
117912,1167,"Hotel BP","Brasilia ","DF",2,"247.62","495.24","2020-01-23","2020-01-25"
117917,1167,"Hotel AU","Recife ","PE",4,"312.83","1251.32","2020-02-27","2020-03-02"
117924,1167,"Hotel K","Salvador ","BH",1,"263.41","263.41","2020-04-16","2020-04-17"
117926,1167,"Hotel Z","Aracaju ","SE",2,"208.04","416.08","2020-04-30","2020-05-02"
117927,1167,"Hotel CB","Rio de Janeiro ","RJ",1,"165.99","165.99","2020-05-07","2020-05-08"
117928,1167,"Hotel AU","Recife ","PE",1,"312.83","312.83","2020-05-14","2020-05-15"
117930,1167,"Hotel AF","Sao Paulo ","SP",1,"139.1","139.1","2020-05-28","2020-05-29"
117931,1167,"Hotel AF","Sao Paulo ","SP",3,"139.1","417.3","2020-06-04","2020-06-07"
117932,1167,"Hotel Z","Aracaju ","SE",1,"208.04","208.04","2020-06-11","2020-06-12"
117938,1167,"Hotel BP","Brasilia ","DF",1,"247.62","247.62","2020-07-23","2020-07-24"
117939,1167,"Hotel CB","Rio de Janeiro ","RJ",4,"165.99","663.96","2020-07-30","2020-08-03"
117941,1167,"Hotel CB","Rio de Janeiro ","RJ",4,"165.99","663.96","2020-08-13","2020-08-17"
117942,1167,"Hotel BD","Natal ","RN",3,"242.88","728.64","2020-08-20","2020-08-23"
117945,1167,"Hotel BD","Natal ","RN",1,"242.88","242.88","2020-09-10","2020-09-11"
117955,1167,"Hotel BD","Natal ","RN",1,"242.88","242.88","2020-11-19","2020-11-20"
117957,1167,"Hotel AU","Recife ","PE",1,"312.83","312.83","2020-12-03","2020-12-04"
117958,1167,"Hotel CB","Rio de Janeiro ","RJ",3,"165.99","497.97","2020-12-10","2020-12-13"
117963,1167,"Hotel CB","Rio de Janeiro ","RJ",2,"165.99","331.98","2021-01-14","2021-01-16"
